trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.9, 'e': 0.8311042838521256}",25,0,-209.73360342745116,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
186,False,"{'a': 0.9, 'e': 0.8302735949819326}",25,14,15.315305572046757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.9, 'e': 0.8294437363854039}",25,0,-21.474955318255702,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
188,False,"{'a': 0.9, 'e': 0.8286147072326806}",35,0,-87.56247239817297,"{0: 25, 1: 4, 2: 5, 3: 0, 4: 1}",0
189,False,"{'a': 0.9, 'e': 0.8277865066947336}",25,0,-65.34318809529518,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
190,False,"{'a': 0.9, 'e': 0.8269591339433623}",30,0,-40.70018885692153,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
191,False,"{'a': 0.9, 'e': 0.8261325881511938}",20,0,-85.92133011461745,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.9, 'e': 0.8253068684916823}",25,0,-195.72395588737405,"{0: 14, 1: 1, 2: 5, 3: 2, 4: 3}",0
193,False,"{'a': 0.9, 'e': 0.8244819741391082}",20,0,-75.77808857738621,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
194,False,"{'a': 0.9, 'e': 0.8236579042685769}",30,10,-35.37750937588863,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
195,False,"{'a': 0.9, 'e': 0.8228346580560184}",20,0,-68.10134078166159,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
196,False,"{'a': 0.9, 'e': 0.8220122346781865}",20,0,-71.65959659596783,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
197,False,"{'a': 0.9, 'e': 0.821190633312658}",20,0,-116.20778253252685,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
198,False,"{'a': 0.9, 'e': 0.8203698531378311}",30,0,-62.40134279587609,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
199,False,"{'a': 0.9, 'e': 0.8195498933329256}",20,0,-76.07834470897332,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
200,False,"{'a': 0.9, 'e': 0.8187307530779818}",20,0,-86.04534121611434,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
201,False,"{'a': 0.9, 'e': 0.8179124315538594}",25,11,-78.63550453309996,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
202,False,"{'a': 0.9, 'e': 0.8170949279422366}",30,0,-125.95733281245874,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",1
203,False,"{'a': 0.9, 'e': 0.8162782414256099}",20,0,-169.48181263854406,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
204,False,"{'a': 0.9, 'e': 0.8154623711872927}",20,0,-4.780566232820999,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
205,False,"{'a': 0.9, 'e': 0.8146473164114145}",25,0,-67.57782044250507,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
206,False,"{'a': 0.9, 'e': 0.8138330762829207}",30,18,-88.96138187391969,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
207,False,"{'a': 0.9, 'e': 0.813019649987571}",25,3,-49.754062631034486,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 0}",1
208,False,"{'a': 0.9, 'e': 0.812207036711939}",25,0,-67.72293589475056,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
209,False,"{'a': 0.9, 'e': 0.8113952356434114}",20,0,-77.18754763264398,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
210,False,"{'a': 0.9, 'e': 0.8105842459701871}",20,0,-72.53355366477689,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
211,False,"{'a': 0.9, 'e': 0.8097740668812763}",25,0,-199.59029557967867,"{0: 9, 1: 4, 2: 9, 3: 1, 4: 2}",0
212,False,"{'a': 0.9, 'e': 0.8089646975664998}",20,0,-56.16932714054787,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
213,False,"{'a': 0.9, 'e': 0.8081561372164884}",30,16,-43.44544957718633,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
214,False,"{'a': 0.9, 'e': 0.8073483850226815}",25,0,-87.91100606733953,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
215,False,"{'a': 0.9, 'e': 0.8065414401773269}",30,0,-104.612175527656,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
216,False,"{'a': 0.9, 'e': 0.8057353018734796}",25,8,-101.18993737508238,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 2}",1
217,False,"{'a': 0.9, 'e': 0.8049299693050015}",25,0,-72.21605000781408,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
218,False,"{'a': 0.9, 'e': 0.8041254416665596}",30,0,-126.85323983687692,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
219,False,"{'a': 0.9, 'e': 0.8033217181536265}",25,0,-171.5036389178842,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
220,False,"{'a': 0.9, 'e': 0.8025187979624785}",20,6,-44.77923909548291,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.8017166802901953}",25,0,-98.36709337977629,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
222,False,"{'a': 0.9, 'e': 0.8009153643346592}",35,13,-26.867794136450357,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
223,False,"{'a': 0.9, 'e': 0.8001148492945541}",20,0,-154.59798175764413,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
224,False,"{'a': 0.9, 'e': 0.7993151343693651}",30,0,-130.61439803374873,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
225,False,"{'a': 0.9, 'e': 0.7985162187593771}",30,0,-81.85736493821626,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
226,False,"{'a': 0.9, 'e': 0.7977181016656743}",25,0,-130.0611804156666,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
227,False,"{'a': 0.9, 'e': 0.7969207822901396}",35,0,-92.07293910885694,"{0: 27, 1: 1, 2: 4, 3: 2, 4: 1}",0
228,False,"{'a': 0.9, 'e': 0.7961242598354538}",20,0,-89.4227073476063,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
229,False,"{'a': 0.9, 'e': 0.7953285335050939}",25,4,-39.400686196825866,"{0: 12, 1: 6, 2: 3, 3: 0, 4: 0}",1
230,False,"{'a': 0.9, 'e': 0.794533602503334}",30,0,-193.1089385804178,"{0: 17, 1: 1, 2: 9, 3: 0, 4: 3}",0
231,False,"{'a': 0.9, 'e': 0.7937394660352427}",25,15,-19.374794639427478,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
232,False,"{'a': 0.9, 'e': 0.7929461233066837}",20,0,-56.711421222831746,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
233,False,"{'a': 0.9, 'e': 0.792153573524314}",25,0,-50.624079829616406,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
234,False,"{'a': 0.9, 'e': 0.7913618158955839}",25,3,-43.6141663520735,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 0.9, 'e': 0.7905708496287356}",25,13,-29.164654743809706,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
236,False,"{'a': 0.9, 'e': 0.7897806739328027}",20,0,-199.24432593778914,"{0: 7, 1: 1, 2: 8, 3: 2, 4: 2}",0
237,False,"{'a': 0.9, 'e': 0.7889912880176096}",25,0,-77.49083657822962,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
238,False,"{'a': 0.9, 'e': 0.7882026910937704}",20,0,-18.47844328010936,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
239,False,"{'a': 0.9, 'e': 0.7874148823726879}",30,0,-97.04274584018275,"{0: 20, 1: 4, 2: 3, 3: 3, 4: 0}",0
240,False,"{'a': 0.9, 'e': 0.7866278610665535}",30,0,-120.81541774920349,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
241,False,"{'a': 0.9, 'e': 0.7858416263883455}",20,0,-92.9448266354012,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
242,False,"{'a': 0.9, 'e': 0.7850561775518295}",25,8,-116.62513622342682,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 2}",1
243,False,"{'a': 0.9, 'e': 0.7842715137715565}",25,6,-59.52124804874361,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
244,False,"{'a': 0.9, 'e': 0.7834876342628625}",20,0,-79.46339900936186,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
245,False,"{'a': 0.9, 'e': 0.7827045382418681}",25,0,-187.79501151335472,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
246,False,"{'a': 0.9, 'e': 0.7819222249254772}",20,8,-33.48688644986969,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
247,False,"{'a': 0.9, 'e': 0.7811406935313765}",20,0,-190.3896865322057,"{0: 8, 1: 0, 2: 8, 3: 2, 4: 2}",0
248,False,"{'a': 0.9, 'e': 0.7803599432780343}",35,0,-122.05599067235713,"{0: 24, 1: 2, 2: 7, 3: 0, 4: 2}",0
249,False,"{'a': 0.9, 'e': 0.7795799733847004}",20,0,-61.88105097956837,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
250,False,"{'a': 0.9, 'e': 0.7788007830714049}",25,0,-56.59423250088539,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
251,False,"{'a': 0.9, 'e': 0.7780223715589573}",30,0,-51.2356204525339,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
252,False,"{'a': 0.9, 'e': 0.7772447380689461}",25,0,-117.93941424472426,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
253,False,"{'a': 0.9, 'e': 0.7764678818237378}",20,9,-25.415302780142742,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
254,False,"{'a': 0.9, 'e': 0.775691802046476}",20,0,-24.830334661707262,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
255,False,"{'a': 0.9, 'e': 0.774916497961081}",20,0,-56.39459400242736,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
256,False,"{'a': 0.9, 'e': 0.7741419687922484}",25,0,-108.64655524495292,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
257,False,"{'a': 0.9, 'e': 0.7733682137654491}",20,0,-80.33714346737855,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
258,False,"{'a': 0.9, 'e': 0.772595232106928}",25,7,-65.13927206785782,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
259,False,"{'a': 0.9, 'e': 0.7718230230437034}",20,9,-47.02943348527185,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
260,False,"{'a': 0.9, 'e': 0.7710515858035663}",25,20,11.022651535225394,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.9, 'e': 0.7702809196150792}",25,0,-131.48499437592787,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
262,False,"{'a': 0.9, 'e': 0.7695110237075758}",20,0,-85.19440831763195,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
263,False,"{'a': 0.9, 'e': 0.7687418973111603}",30,14,-68.18551761464389,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
264,False,"{'a': 0.9, 'e': 0.7679735396567061}",20,0,-68.31804742519995,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
265,False,"{'a': 0.9, 'e': 0.7672059499758557}",20,0,-24.16019654451995,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
266,False,"{'a': 0.9, 'e': 0.7664391275010192}",25,0,-223.036643404522,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 5}",0
267,False,"{'a': 0.9, 'e': 0.7656730714653739}",20,0,-75.66587398626338,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
268,False,"{'a': 0.9, 'e': 0.764907781102864}",20,0,-99.67234960193534,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
269,False,"{'a': 0.9, 'e': 0.764143255648199}",25,0,-49.57724339253396,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
270,False,"{'a': 0.9, 'e': 0.7633794943368531}",25,8,-135.4512148917949,"{0: 8, 1: 0, 2: 5, 3: 3, 4: 1}",1
271,False,"{'a': 0.9, 'e': 0.7626164964050653}",25,0,-90.22490021443184,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
272,False,"{'a': 0.9, 'e': 0.7618542610898376}",25,0,-54.18926470923762,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
273,False,"{'a': 0.9, 'e': 0.7610927876289343}",30,0,-71.67498521248348,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
274,False,"{'a': 0.9, 'e': 0.7603320752608821}",25,4,-109.36572626466736,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 3}",1
275,False,"{'a': 0.9, 'e': 0.7595721232249685}",20,0,-47.83308484302641,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
276,False,"{'a': 0.9, 'e': 0.7588129307612413}",30,0,-68.04292278040023,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
277,False,"{'a': 0.9, 'e': 0.7580544971105083}",20,5,-27.535304233048315,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.9, 'e': 0.7572968215143355}",20,0,-11.086238405370134,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
279,False,"{'a': 0.9, 'e': 0.7565399032150474}",20,0,-83.17602120414686,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
280,False,"{'a': 0.9, 'e': 0.7557837414557255}",20,0,-130.36542248200394,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
281,False,"{'a': 0.9, 'e': 0.755028335480208}",20,0,-70.64309108156661,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
282,False,"{'a': 0.9, 'e': 0.754273684533089}",20,0,-20.76897243700672,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
283,False,"{'a': 0.9, 'e': 0.7535197878597172}",20,2,-90.55036438710006,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 1}",1
284,False,"{'a': 0.9, 'e': 0.7527666447061963}",25,4,-69.13748130294023,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 1}",1
285,False,"{'a': 0.9, 'e': 0.7520142543193826}",20,0,-4.285836650651042,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.9, 'e': 0.751262615946886}",20,4,-29.163966142825608,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
287,False,"{'a': 0.9, 'e': 0.750511728837068}",30,0,-72.6797844161682,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
288,False,"{'a': 0.9, 'e': 0.7497615922390413}",25,0,-88.38318338656245,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
289,False,"{'a': 0.9, 'e': 0.7490122054026693}",25,0,-48.19328117741813,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
290,False,"{'a': 0.9, 'e': 0.7482635675785653}",25,0,-55.7649032768009,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
291,False,"{'a': 0.9, 'e': 0.747515678018091}",25,7,-24.44623312268934,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
292,False,"{'a': 0.9, 'e': 0.7467685359733571}",20,2,4.654894647742256,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
293,False,"{'a': 0.9, 'e': 0.7460221406972215}",25,13,-11.770430013130902,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
294,False,"{'a': 0.9, 'e': 0.7452764914432887}",25,0,-83.8769279610862,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
295,False,"{'a': 0.9, 'e': 0.7445315874659094}",20,3,-60.13595805012135,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 0}",1
296,False,"{'a': 0.9, 'e': 0.7437874280201796}",30,7,-115.78758655414599,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 2}",1
297,False,"{'a': 0.9, 'e': 0.7430440123619398}",25,0,-138.91125727337285,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
298,False,"{'a': 0.9, 'e': 0.7423013397477743}",20,0,-142.874307322643,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
299,False,"{'a': 0.9, 'e': 0.7415594094350105}",30,16,-29.316554003784162,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.7408182206817179}",30,0,-86.56195645190314,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
301,False,"{'a': 0.9, 'e': 0.7400777727467076}",20,0,-75.30498039925853,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
302,False,"{'a': 0.9, 'e': 0.7393380648895319}",35,0,8.075005816118553,"{0: 31, 1: 3, 2: 0, 3: 1, 4: 0}",0
303,False,"{'a': 0.9, 'e': 0.7385990963704826}",20,0,-136.30610671831772,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
304,False,"{'a': 0.9, 'e': 0.7378608664505911}",25,0,-82.51555061971533,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
305,False,"{'a': 0.9, 'e': 0.7371233743916278}",30,0,-199.00274481290197,"{0: 17, 1: 4, 2: 4, 3: 2, 4: 3}",0
306,False,"{'a': 0.9, 'e': 0.7363866194561001}",25,0,-84.0317387950145,"{0: 16, 1: 3, 2: 3, 3: 3, 4: 0}",0
307,False,"{'a': 0.9, 'e': 0.7356506009072533}",20,0,-97.49449591811796,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
308,False,"{'a': 0.9, 'e': 0.7349153180090687}",25,3,-83.75441510148985,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
309,False,"{'a': 0.9, 'e': 0.7341807700262634}",20,0,-23.873413824597638,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
310,False,"{'a': 0.9, 'e': 0.7334469562242892}",25,0,-72.88407402952141,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
311,False,"{'a': 0.9, 'e': 0.7327138758693325}",30,16,-90.18458207128947,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 1}",1
312,False,"{'a': 0.9, 'e': 0.7319815282283126}",30,6,-81.51760325174256,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 2}",1
313,False,"{'a': 0.9, 'e': 0.731249912568882}",30,11,-8.53180488914791,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.7305190281594249}",35,0,-44.84923499894865,"{0: 27, 1: 2, 2: 5, 3: 1, 4: 0}",0
315,False,"{'a': 0.9, 'e': 0.7297888742690568}",25,13,-57.856861653176274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
316,False,"{'a': 0.9, 'e': 0.7290594501676237}",20,0,-34.430711033216646,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
317,False,"{'a': 0.9, 'e': 0.7283307551257017}",30,0,-125.51853836427127,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
318,False,"{'a': 0.9, 'e': 0.7276027884145955}",30,0,-53.51648071182459,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
319,False,"{'a': 0.9, 'e': 0.7268755493063382}",25,16,14.764719046636458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.7261490370736909}",20,0,-71.4297962945404,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
321,False,"{'a': 0.9, 'e': 0.7254232509901412}",25,0,-76.66812665015696,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
322,False,"{'a': 0.9, 'e': 0.7246981903299029}",30,0,-115.0151034820256,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
323,False,"{'a': 0.9, 'e': 0.7239738543679153}",20,0,-4.0597103766534675,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
324,False,"{'a': 0.9, 'e': 0.7232502423798424}",25,1,-62.42387029534105,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
325,False,"{'a': 0.9, 'e': 0.7225273536420722}",25,18,-4.135026239552591,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.7218051874317158}",20,1,-108.77604524469994,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 1}",1
327,False,"{'a': 0.9, 'e': 0.721083743026607}",25,0,-41.41620995728202,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
328,False,"{'a': 0.9, 'e': 0.7203630197053014}",25,0,-153.32439297971553,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
329,False,"{'a': 0.9, 'e': 0.7196430167470754}",25,0,-51.83703526357116,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
330,False,"{'a': 0.9, 'e': 0.7189237334319262}",20,0,-40.80137952308527,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
331,False,"{'a': 0.9, 'e': 0.7182051690405703}",35,13,-83.96616476775681,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 2}",1
332,False,"{'a': 0.9, 'e': 0.7174873228544433}",30,0,-151.9760481766041,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 3}",1
333,False,"{'a': 0.9, 'e': 0.716770194155699}",30,11,-27.284280305187874,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.7160537822272085}",25,0,-53.3963745209766,"{0: 17, 1: 6, 2: 1, 3: 0, 4: 1}",0
335,False,"{'a': 0.9, 'e': 0.7153380863525599}",25,0,-137.4332490710772,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
336,False,"{'a': 0.9, 'e': 0.7146231058160573}",20,8,-34.39279114161301,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
337,False,"{'a': 0.9, 'e': 0.71390883990272}",30,0,-49.897558038434454,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
338,False,"{'a': 0.9, 'e': 0.7131952878982822}",20,0,-35.31388504847163,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
339,False,"{'a': 0.9, 'e': 0.7124824490891918}",25,0,-138.01991114301038,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
340,False,"{'a': 0.9, 'e': 0.7117703227626097}",25,0,-117.1694336544241,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
341,False,"{'a': 0.9, 'e': 0.7110589082064097}",20,0,-28.722983436899916,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
342,False,"{'a': 0.9, 'e': 0.7103482047091773}",25,0,-107.35241798682117,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
343,False,"{'a': 0.9, 'e': 0.7096382115602087}",25,0,-125.312318244896,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
344,False,"{'a': 0.9, 'e': 0.7089289280495107}",20,0,-122.5063661062493,"{0: 12, 1: 1, 2: 3, 3: 3, 4: 1}",0
345,False,"{'a': 0.9, 'e': 0.7082203534678}",20,0,-145.70293648719576,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 2}",0
346,False,"{'a': 0.9, 'e': 0.7075124871065016}",25,0,-61.53344697474534,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 1}",0
347,False,"{'a': 0.9, 'e': 0.7068053282577494}",30,0,-116.1240848545148,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
348,False,"{'a': 0.9, 'e': 0.7060988762143844}",20,0,-96.9563394910475,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
349,False,"{'a': 0.9, 'e': 0.7053931302699543}",20,0,-74.86862221754717,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
350,False,"{'a': 0.9, 'e': 0.7046880897187134}",20,0,-29.64588001535202,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
351,False,"{'a': 0.9, 'e': 0.703983753855621}",20,0,-26.341988138459836,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
352,False,"{'a': 0.9, 'e': 0.7032801219763409}",20,0,-104.92945713037662,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
353,False,"{'a': 0.9, 'e': 0.7025771933772416}",20,14,-42.77992534367187,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.9, 'e': 0.701874967355394}",30,0,-92.06362200998774,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
355,False,"{'a': 0.9, 'e': 0.7011734432085724}",20,0,-37.05121928400649,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
356,False,"{'a': 0.9, 'e': 0.7004726202352524}",20,0,-153.91858849699238,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
357,False,"{'a': 0.9, 'e': 0.699772497734611}",20,0,3.9568637321097557,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
358,False,"{'a': 0.9, 'e': 0.6990730750065257}",20,0,-58.82152774253081,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
359,False,"{'a': 0.9, 'e': 0.6983743513515736}",20,16,5.976624330166921,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.697676326071031}",20,0,-32.98278845805121,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
361,False,"{'a': 0.9, 'e': 0.6969789984668727}",25,15,8.188338055939195,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.696282367841771}",25,0,-72.03435387168653,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
363,False,"{'a': 0.9, 'e': 0.6955864334990951}",25,0,-76.21081658275965,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
364,False,"{'a': 0.9, 'e': 0.6948911947429106}",20,0,10.075145253610597,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
365,False,"{'a': 0.9, 'e': 0.6941966508779789}",20,0,-106.5094247244109,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
366,False,"{'a': 0.9, 'e': 0.6935028012097558}",25,0,-43.61750013123249,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
367,False,"{'a': 0.9, 'e': 0.6928096450443917}",25,0,-87.22279292305566,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
368,False,"{'a': 0.9, 'e': 0.6921171816887304}",20,9,-27.47173571637972,"{0: 6, 1: 4, 2: 0, 3: 1, 4: 0}",1
