trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
8639,False,"{'a': 0.9, 'e': 0.00017706387761774902}",25,11,24.731311187273082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8640,False,"{'a': 0.9, 'e': 0.0001768869022425666}",20,14,11.476041565710453,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8641,False,"{'a': 0.9, 'e': 0.00017671010375430146}",20,16,7.446508211814782,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8642,False,"{'a': 0.9, 'e': 0.0001765334819761548}",20,12,15.37342898010796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8643,False,"{'a': 0.9, 'e': 0.00017635703673150454}",25,6,30.971035093760953,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
8644,False,"{'a': 0.9, 'e': 0.000176180767843906}",20,12,14.444015615393408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8645,False,"{'a': 0.9, 'e': 0.00017600467513708998}",20,3,30.387041103331704,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8646,False,"{'a': 0.9, 'e': 0.00017582875843496348}",25,4,33.20307204545319,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
8647,False,"{'a': 0.9, 'e': 0.00017565301756161035}",25,15,19.671230761202494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8648,False,"{'a': 0.9, 'e': 0.00017547745234128943}",25,6,33.06563507886751,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
8649,False,"{'a': 0.9, 'e': 0.00017530206259843518}",30,19,21.93955667388192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8650,False,"{'a': 0.9, 'e': 0.00017512684815765842}",20,6,26.550883276326264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8651,False,"{'a': 0.9, 'e': 0.00017495180884374444}",20,12,14.710291530504286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8652,False,"{'a': 0.9, 'e': 0.00017477694448165355}",25,18,9.963507600797005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8653,False,"{'a': 0.9, 'e': 0.00017460225489652201}",25,15,18.19401808992434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8654,False,"{'a': 0.9, 'e': 0.00017442773991365994}",35,21,30.86225841184652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8655,False,"{'a': 0.9, 'e': 0.0001742533993585523}",20,4,29.66662332736564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8656,False,"{'a': 0.9, 'e': 0.00017407923305685826}",20,14,10.854161955407445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8657,False,"{'a': 0.9, 'e': 0.00017390524083441206}",30,18,26.103610520677062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8658,False,"{'a': 0.9, 'e': 0.0001737314225172212}",30,14,28.46803144656379,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8659,False,"{'a': 0.9, 'e': 0.00017355777793146704}",25,7,33.638433890316556,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8660,False,"{'a': 0.9, 'e': 0.00017338430690350557}",30,19,21.452416975848745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8661,False,"{'a': 0.9, 'e': 0.00017321100925986544}",20,12,15.01190305371475,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8662,False,"{'a': 0.9, 'e': 0.0001730378848272487}",20,13,13.569242978484635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8663,False,"{'a': 0.9, 'e': 0.00017286493343253152}",30,18,23.39347723760393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8664,False,"{'a': 0.9, 'e': 0.0001726921549027622}",20,13,16.401308019182324,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8665,False,"{'a': 0.9, 'e': 0.00017251954906516185}",35,24,20.300787518905445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8666,False,"{'a': 0.9, 'e': 0.00017234711574712523}",30,17,23.211429161147137,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8667,False,"{'a': 0.9, 'e': 0.00017217485477621873}",30,13,30.63086962767256,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8668,False,"{'a': 0.9, 'e': 0.00017200276598018107}",25,14,18.716961252252258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8669,False,"{'a': 0.9, 'e': 0.000171830849186924}",25,18,14.624567310239609,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8670,False,"{'a': 0.9, 'e': 0.00017165910422453046}",20,16,9.327032868108292,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8671,False,"{'a': 0.9, 'e': 0.00017148753092125543}",20,16,8.172708556915248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8672,False,"{'a': 0.9, 'e': 0.0001713161291055253}",20,5,26.5957293562489,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8673,False,"{'a': 0.9, 'e': 0.00017114489860593887}",30,23,13.559465185183818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8674,False,"{'a': 0.9, 'e': 0.00017097383925126532}",20,13,12.86827580009451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8675,False,"{'a': 0.9, 'e': 0.00017080295087044495}",25,7,30.72253185979412,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8676,False,"{'a': 0.9, 'e': 0.00017063223329259}",30,21,16.63230792165283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8677,False,"{'a': 0.9, 'e': 0.00017046168634698254}",20,14,12.34422720654247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8678,False,"{'a': 0.9, 'e': 0.00017029130986307534}",30,16,25.581574255586215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8679,False,"{'a': 0.9, 'e': 0.0001701211036704925}",25,13,21.532596195779938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8680,False,"{'a': 0.9, 'e': 0.0001699510675990275}",30,15,24.747689821792033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8681,False,"{'a': 0.9, 'e': 0.000169781201478644}",20,13,13.711438513558452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8682,False,"{'a': 0.9, 'e': 0.00016961150513947638}",30,12,31.745903196876938,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8683,False,"{'a': 0.9, 'e': 0.00016944197841182806}",20,10,19.403590300574226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8684,False,"{'a': 0.9, 'e': 0.00016927262112617194}",25,19,13.266623139008818,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8685,False,"{'a': 0.9, 'e': 0.0001691034331131514}",20,8,21.195461371941363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8686,False,"{'a': 0.9, 'e': 0.00016893441420357802}",20,10,18.80610514377896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8687,False,"{'a': 0.9, 'e': 0.00016876556422843294}",35,13,45.13890514244288,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
8688,False,"{'a': 0.9, 'e': 0.00016859688301886584}",25,8,28.23857400674988,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8689,False,"{'a': 0.9, 'e': 0.00016842837040619612}",25,20,12.212158083342729,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8690,False,"{'a': 0.9, 'e': 0.00016826002622191084}",20,11,19.827666756708638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8691,False,"{'a': 0.9, 'e': 0.00016809185029766552}",25,15,20.94738120902656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8692,False,"{'a': 0.9, 'e': 0.0001679238424652848}",30,21,21.34917037171543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8693,False,"{'a': 0.9, 'e': 0.00016775600255676052}",20,10,19.919409777998162,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8694,False,"{'a': 0.9, 'e': 0.0001675883304042525}",35,19,28.268315572656313,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8695,False,"{'a': 0.9, 'e': 0.00016742082584008912}",30,7,40.87160824963972,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
8696,False,"{'a': 0.9, 'e': 0.00016725348869676556}",25,8,29.103395554902356,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8697,False,"{'a': 0.9, 'e': 0.00016708631880694432}",25,18,13.292903359144942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8698,False,"{'a': 0.9, 'e': 0.00016691931600345611}",20,14,12.660981523474664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8699,False,"{'a': 0.9, 'e': 0.0001667524801192978}",25,17,15.88497066004306,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8700,False,"{'a': 0.9, 'e': 0.00016658581098763324}",20,10,19.193766249031746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8701,False,"{'a': 0.9, 'e': 0.00016641930844179381}",20,11,16.37581537918775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8702,False,"{'a': 0.9, 'e': 0.00016625297231527672}",25,13,23.104535591584582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8703,False,"{'a': 0.9, 'e': 0.0001660868024417458}",20,14,12.940682402132557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8704,False,"{'a': 0.9, 'e': 0.00016592079865503085}",30,14,29.305706644797755,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8705,False,"{'a': 0.9, 'e': 0.00016575496078912868}",20,11,16.45994817068999,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8706,False,"{'a': 0.9, 'e': 0.0001655892886782011}",20,10,19.396506273039464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8707,False,"{'a': 0.9, 'e': 0.00016542378215657575}",30,21,18.961765043057003,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8708,False,"{'a': 0.9, 'e': 0.0001652584410587466}",25,15,19.038658954260956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8709,False,"{'a': 0.9, 'e': 0.0001650932652193723}",20,13,12.821086405177269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8710,False,"{'a': 0.9, 'e': 0.00016492825447327666}",30,13,30.378079552557292,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8711,False,"{'a': 0.9, 'e': 0.00016476340865544952}",20,9,16.904881562827185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8712,False,"{'a': 0.9, 'e': 0.0001645987276010448}",25,12,25.908208910363474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8713,False,"{'a': 0.9, 'e': 0.00016443421114538108}",25,11,27.444872739341925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8714,False,"{'a': 0.9, 'e': 0.00016426985912394251}",20,10,15.847742596749061,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8715,False,"{'a': 0.9, 'e': 0.00016410567137237675}",20,9,21.005909086868144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8716,False,"{'a': 0.9, 'e': 0.00016394164772649605}",20,8,22.745965658868357,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8717,False,"{'a': 0.9, 'e': 0.00016377778802227643}",20,12,14.794581498555509,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8718,False,"{'a': 0.9, 'e': 0.0001636140920958588}",25,16,15.466426266118278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8719,False,"{'a': 0.9, 'e': 0.00016345055978354687}",25,11,28.453244569292526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8720,False,"{'a': 0.9, 'e': 0.00016328719092180806}",20,11,18.085354674709656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8721,False,"{'a': 0.9, 'e': 0.0001631239853472741}",25,12,27.153448539924643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8722,False,"{'a': 0.9, 'e': 0.00016296094289673904}",25,18,13.549365619996285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8723,False,"{'a': 0.9, 'e': 0.0001627980634071602}",25,11,26.705771795197734,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8724,False,"{'a': 0.9, 'e': 0.00016263534671565857}",25,15,19.02528224829002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8725,False,"{'a': 0.9, 'e': 0.00016247279265951725}",25,19,9.897479228625258,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8726,False,"{'a': 0.9, 'e': 0.00016231040107618182}",30,18,24.953443976268378,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8727,False,"{'a': 0.9, 'e': 0.00016214817180326132}",25,18,16.930541754959897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8728,False,"{'a': 0.9, 'e': 0.0001619861046785261}",20,10,16.77719802426098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8729,False,"{'a': 0.9, 'e': 0.0001618241995399088}",35,17,36.21148996068145,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8730,False,"{'a': 0.9, 'e': 0.00016166245622550477}",25,13,21.50590161012467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8731,False,"{'a': 0.9, 'e': 0.00016150087457357046}",30,18,25.180244029251337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8732,False,"{'a': 0.9, 'e': 0.0001613394544225242}",30,21,19.196403580398723,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8733,False,"{'a': 0.9, 'e': 0.00016117819561094549}",20,8,23.61335184703164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8734,False,"{'a': 0.9, 'e': 0.00016101709797757612}",35,21,23.97211857043079,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8735,False,"{'a': 0.9, 'e': 0.00016085616136131815}",35,24,19.28791264169361,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8736,False,"{'a': 0.9, 'e': 0.00016069538560123465}",20,14,11.466881316648786,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8737,False,"{'a': 0.9, 'e': 0.00016053477053655044}",25,18,13.915750831028284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8738,False,"{'a': 0.9, 'e': 0.00016037431600665015}",20,12,15.426745397683883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8739,False,"{'a': 0.9, 'e': 0.0001602140218510789}",20,9,21.597447800698667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8740,False,"{'a': 0.9, 'e': 0.00016005388790954318}",20,8,18.915875330856434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8741,False,"{'a': 0.9, 'e': 0.0001598939140219087}",20,8,22.59513683987386,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8742,False,"{'a': 0.9, 'e': 0.0001597341000282013}",20,8,20.190498716596117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8743,False,"{'a': 0.9, 'e': 0.0001595744457686075}",30,22,13.736677925720977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8744,False,"{'a': 0.9, 'e': 0.00015941495108347278}",25,19,11.199594178525036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8745,False,"{'a': 0.9, 'e': 0.00015925561581330212}",25,11,28.899112341536007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8746,False,"{'a': 0.9, 'e': 0.00015909643979876084}",20,2,29.10288440589014,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8747,False,"{'a': 0.9, 'e': 0.00015893742288067264}",25,6,33.59601270586167,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
8748,False,"{'a': 0.9, 'e': 0.00015877856490002055}",20,13,13.072054329674705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8749,False,"{'a': 0.9, 'e': 0.0001586198656979463}",20,10,17.535314917061587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8750,False,"{'a': 0.9, 'e': 0.00015846132511575126}",20,3,30.255448648602627,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8751,False,"{'a': 0.9, 'e': 0.00015830294299489452}",30,16,27.048830468324823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8752,False,"{'a': 0.9, 'e': 0.0001581447191769937}",20,11,17.006932057980833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8753,False,"{'a': 0.9, 'e': 0.00015798665350382553}",30,16,25.758848279844287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8754,False,"{'a': 0.9, 'e': 0.00015782874581732402}",25,17,15.405067300766113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8755,False,"{'a': 0.9, 'e': 0.0001576709959595812}",30,18,24.20791679282588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8756,False,"{'a': 0.9, 'e': 0.00015751340377284775}",25,15,18.38507915974622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8757,False,"{'a': 0.9, 'e': 0.0001573559690995312}",25,18,12.576102510832433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8758,False,"{'a': 0.9, 'e': 0.00015719869178219657}",20,8,21.680236235852252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8759,False,"{'a': 0.9, 'e': 0.00015704157166356714}",20,13,11.778413287277603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8760,False,"{'a': 0.9, 'e': 0.00015688460858652242}",20,6,23.085085483691916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8761,False,"{'a': 0.9, 'e': 0.00015672780239409911}",25,15,17.775878055356387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8762,False,"{'a': 0.9, 'e': 0.00015657115292949151}",25,16,18.067940310247792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8763,False,"{'a': 0.9, 'e': 0.00015641466003604991}",30,20,21.3811845149772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8764,False,"{'a': 0.9, 'e': 0.00015625832355728138}",20,9,19.540049000121414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8765,False,"{'a': 0.9, 'e': 0.00015610214333684912}",30,20,21.843495157189736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8766,False,"{'a': 0.9, 'e': 0.00015594611921857353}",20,12,14.512347467280442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8767,False,"{'a': 0.9, 'e': 0.00015579025104643012}",30,17,23.409956889333372,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8768,False,"{'a': 0.9, 'e': 0.00015563453866455047}",20,15,10.583479887330306,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8769,False,"{'a': 0.9, 'e': 0.00015547898191722273}",20,3,28.362380794192692,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8770,False,"{'a': 0.9, 'e': 0.00015532358064888985}",20,12,14.85328249992429,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8771,False,"{'a': 0.9, 'e': 0.00015516833470415032}",20,11,16.321215388582218,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8772,False,"{'a': 0.9, 'e': 0.00015501324392775868}",20,9,22.581864091616225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8773,False,"{'a': 0.9, 'e': 0.00015485830816462388}",20,12,16.917631408341634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8774,False,"{'a': 0.9, 'e': 0.00015470352725980988}",20,16,10.471729336371244,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8775,False,"{'a': 0.9, 'e': 0.0001545489010585363}",25,17,13.546765959140213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8776,False,"{'a': 0.9, 'e': 0.00015439442940617669}",20,11,12.117320659153098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8777,False,"{'a': 0.9, 'e': 0.00015424011214825906}",25,19,9.90696759114743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8778,False,"{'a': 0.9, 'e': 0.0001540859491304667}",25,15,19.11461928925634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8779,False,"{'a': 0.9, 'e': 0.0001539319401986363}",30,10,38.015048386730385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8780,False,"{'a': 0.9, 'e': 0.00015377808519875894}",25,18,14.81728149047591,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8781,False,"{'a': 0.9, 'e': 0.00015362438397697933}",20,15,8.99804341229932,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8782,False,"{'a': 0.9, 'e': 0.00015347083637959674}",20,11,18.453606898115346,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8783,False,"{'a': 0.9, 'e': 0.00015331744225306334}",25,0,38.252682955774944,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
8784,False,"{'a': 0.9, 'e': 0.00015316420144398472}",20,16,6.5632137625581946,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8785,False,"{'a': 0.9, 'e': 0.00015301111379912053}",30,15,28.018576274541925,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8786,False,"{'a': 0.9, 'e': 0.00015285817916538293}",35,25,20.31747504884212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8787,False,"{'a': 0.9, 'e': 0.00015270539738983693}",35,21,25.35606962733193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8788,False,"{'a': 0.9, 'e': 0.00015255276831970134}",20,5,24.870455132199275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8789,False,"{'a': 0.9, 'e': 0.0001524002918023468}",20,16,7.865616251285966,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8790,False,"{'a': 0.9, 'e': 0.00015224796768529644}",30,16,25.241158080346867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8791,False,"{'a': 0.9, 'e': 0.00015209579581622676}",20,16,9.637452160512165,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8792,False,"{'a': 0.9, 'e': 0.00015194377604296557}",20,8,20.43874710825959,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8793,False,"{'a': 0.9, 'e': 0.0001517919082134928}",25,7,34.25037800696626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8794,False,"{'a': 0.9, 'e': 0.00015164019217594118}",25,19,11.757647099413402,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8795,False,"{'a': 0.9, 'e': 0.00015148862777859435}",25,18,12.401608938098423,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8796,False,"{'a': 0.9, 'e': 0.00015133721486988795}",30,13,33.46310455378013,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8797,False,"{'a': 0.9, 'e': 0.00015118595329840874}",20,16,8.210862268690114,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
8798,False,"{'a': 0.9, 'e': 0.0001510348429128957}",25,11,23.577749066636354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8799,False,"{'a': 0.9, 'e': 0.00015088388356223817}",30,18,23.70777435885484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8800,False,"{'a': 0.9, 'e': 0.0001507330750954765}",25,17,15.108565861267778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8801,False,"{'a': 0.9, 'e': 0.00015058241736180274}",20,8,19.005932019154876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8802,False,"{'a': 0.9, 'e': 0.0001504319102105589}",25,14,21.691779333154575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8803,False,"{'a': 0.9, 'e': 0.00015028155349123756}",20,9,23.152247773380914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8804,False,"{'a': 0.9, 'e': 0.00015013134705348249}",20,15,9.298060458133218,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8805,False,"{'a': 0.9, 'e': 0.00014998129074708698}",20,0,31.217828432503033,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8806,False,"{'a': 0.9, 'e': 0.00014983138442199444}",20,11,17.123722646822884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8807,False,"{'a': 0.9, 'e': 0.0001496816279282991}",20,3,30.514476532677648,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8808,False,"{'a': 0.9, 'e': 0.00014953202111624413}",20,14,9.81795698345643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8809,False,"{'a': 0.9, 'e': 0.0001493825638362225}",20,13,13.614238861332215,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8810,False,"{'a': 0.9, 'e': 0.00014923325593877739}",20,11,17.225545696557063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
8811,False,"{'a': 0.9, 'e': 0.00014908409727460068}",30,13,30.223406237314652,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8812,False,"{'a': 0.9, 'e': 0.00014893508769453365}",20,2,30.77263871216397,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8813,False,"{'a': 0.9, 'e': 0.0001487862270495665}",25,15,18.04333014636794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8814,False,"{'a': 0.9, 'e': 0.000148637515190839}",25,13,20.857997974002764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8815,False,"{'a': 0.9, 'e': 0.00014848895196963914}",20,9,19.58514690269099,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8816,False,"{'a': 0.9, 'e': 0.0001483405372374033}",20,13,16.10244892629815,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8817,False,"{'a': 0.9, 'e': 0.00014819227084571736}",25,5,39.55194112824348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8818,False,"{'a': 0.9, 'e': 0.00014804415264631462}",25,13,22.169284118064294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8819,False,"{'a': 0.9, 'e': 0.0001478961824910766}",20,6,23.60885861905824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
